     Se-Meth         1.00000                  5     semet-solid.CRS
     P         0.0032285
     S         0.0093575
     CL        0.0028206
     Gad_Ox          7.44000                  3
     O         0.5283135
     S         0.2642046
     GD        0.5283110
     Gafchromic_Se   1.30000                  4
     H         8.8996925
     C         5.0437098
     N         0.8010452
     O         1.2019202
     GaAs            5.31000                  2
     GA        0.6913798
     AS        0.6913494
     Pyrex           2.23000                  6
     B         0.3706383
     O         3.3723702
     NA        0.1226241
     AL        0.0431554
     SI        1.3431129
     K         0.0084940
     Glass_Lead      6.22000                  5
     O         0.9778679
     SI        0.2879279
     TI        0.0168935
     AS        0.0035384
     PB        0.3629045
     LiF             2.63500                  2
     LI        3.8551364
     F         3.8551397
     Li2B4O7         2.44000                  3
     LI        1.1825528
     B         2.3655412
     O         4.1389303
     Lung_Tissue     1.05000                  9
     H        10.2192678
     C         0.8741987
     N         0.2213227
     O         4.6814256
     NA        0.0086995
     P         0.0064571
     S         0.0093575
     CL        0.0084619
     K         0.0051153
     MgB4O7          2.53000                  3
     B         2.2282145
     O         3.8986588
     MG        0.5569512
     HgI             6.36000                  2
     I         0.4401420
     HG        0.2200708
     Muscle_Skelet   1.05000                  9
     H        10.1200514
     C         1.1905755
     N         0.2427410
     O         4.4376664
     NA        0.0043498
     P         0.0064571
     S         0.0093575
     CL        0.0028206
     K         0.0102306
     Ovary           1.05000                  9
     H        10.4176998
     C         0.7742903
     N         0.1713466
     O         4.8001800
     NA        0.0086995
     P         0.0064571
     S         0.0062383
     CL        0.0056413
     K         0.0051153
     Emulsion_Koda   2.20000                  6
     H         3.0260937
     C         1.7542254
     N         0.5147537
     O         1.0200382
     BR        0.2788346
     AG        0.2787667
     Emulsion_Nucl   3.81500                  8
     H         1.3989484
     C         0.6016235
     N         0.1379340
     O         0.4131467
     S         0.0058952
     BR        0.4369043
     AG        0.4395233
     I         0.0024585
     Vinyltoluene    1.03200                  2
     H         8.4333763
     C         7.6180172
     Polyethylene    0.930000                 2
     H        14.2589531
     C         7.1291652
     Mylar           1.38000                  3
     H         4.1631117
     C         5.2036967
     O         2.0814779
     PMMA            1.19000                  3
     H         7.9909716
     C         4.9941387
     O         1.9976562
     Polystyrene     1.06000                  2
     H         7.6814170
     C         7.6811171
     Teflon          2.25000                  2
     C         1.9996920
     F         3.9993784
     PVC             1.40600                  3
     H         4.8002777
     C         3.2000749
     CL        1.6000254
     Radiochromic_   1.08000                  4
     H        10.1196537
     C         5.4483056
     N         0.7061978
     O         0.9043652
     Testis          1.04000                  9
     H        10.5169153
     C         0.8242444
     N         0.1427888
     O         4.7876792
     NA        0.0086995
     P         0.0032285
     S         0.0062383
     CL        0.0056413
     K         0.0051153
     Tissue_Soft     1.06000                  9
     H        10.1200514
     C         1.1905755
     N         0.2427410
     O         4.4251661
     NA        0.0086995
     P         0.0096856
     S         0.0093575
     CL        0.0056413
     K         0.0076730
     NIST_C_Bone     1.85000                  9
     H         9.9990000
     C         2.5638743
     N         0.6396308
     O         5.9489991
     Mg        0.0193129
     P         0.7230870
     S         0.0209636
     Ca        1.1175476
     Zn        0.0003263
     C3F8            0.00817                  2
     C         3.00000
     F         8.00000
     SrCO3           3.70                     3
     Sr        1.00000
     C         1.00000
     O         3.00000
     GdCl3           4.52                     2
     Gd        1.00000
     Cl        3.00000
     Brass           8.50                     2
     Cu        0.63000
     Zn        0.37000
     Bronze          8.775                    2
     Cu        0.89000
     Sn        0.11000
     RBronze         8.90                     5
     Cu        0.611000
     Pb        0.272000
     Sn        0.111000
     Fe        0.002400
     Al        0.003600
     AlN             3.26                     2
     Al        1.000000
     N         1.000000
     Teflon          2.20                     2
     C        24.000000
     F        50.000000
     Glass           2.50                     3
     Al       2.0000000
     O        21.000000
     Si       9.0000000
     CO2             0.001965                 2
     C        1.0000000
     O        2.0000000
     Iod25mM         1.003173                 3
     I        0.0004500
     H        2.0000000
     O        1.0000000
     Gd2O2S          7.440000                 3
     S        1.0000000
     O        2.0000000
     GD       2.0000000
     LaCl3           3.840                    2
     La       1.0000000
     Cl       3.0000000
     YAP             5.370                    3
     Y        1.0000000
     Al       1.0000000
     O        3.00000
     glycerine       1.260                    3
     C        3.00000
     H        8.00000
     O        3.00000
     trilene         1.463                    3
     H        1.00000
     C        2.00000
     Cl       3.00000
     HAp             3.140                    4
     H        1.00000
     Ca       5.00000
     O        13.0000
     P        3.00000
     Nylon66         1.140                    4
     N        2.00000
     H        22.0000
     C        12.0000
     O        2.00000
     Nylon11         1.040                    4
     N        1.00000
     H        21.0000
     C        11.0000
     O        1.00000
     PdSO4           4.000                    3
     Pd       1.00000
     S        1.00000
     O        4.00000
     SBF3            4.379                    2
     Sb       1.00000
     F        3.00000
     CSF             4.115                    2
     Cs       1.00000
     F        1.00000
     CSCL            4.115                    2
     Cs       1.00000
     Cl       1.00000
     Carbide         15.630                   2
     W        1.00000
     C        1.00000
     WC              15.630                   2
     W        1.00000
     C        1.00000
     KAPTON          1.420000                 4
     C        22.0000
     N        2.00000
     O        5.00000
     H        10.0000
     WATER           1.000000                 2
     H        2.00000
     O        1.00000
     APICAL          1.42000                  4
     C        22.0000
     N        2.00000
     O        5.00000
     H        10.0000
     P10             1.676500E-03             3
     AR       35.9550
     C        1.20100
     H        0.40400
     QUARTZ          2.65000                  2
     SI       1.00000
     O        2.00000
     NDF3FILTER      4.00000                  2
     ND       1.00000
     F        3.00000
     AIR             0.00129313               3
     O        2.09600
     N        7.80800
     Ar       0.09400
     COPTMLAYER      18.2750                  2
     CO       2.00000
     PT       6.00000
     PW              1.013                    7
     C        5.1853
     O        1.1213
     H        9.1874
     N        0.07139
     CA       0.1984
     CL       0.0270
     BR       0.0003755
     PLASTICH2O      1.013                    7
     C        5.1853
     O        1.1213
     H        9.1874
     N        0.07139
     CA       0.1984
     CL       0.0270
     BR       0.0003755
     ICRU4           1.00000                  4
     H        4.26835
     C        0.533740
     N        0.107510
     O        1.92549
     LIF             2.63500                  2
     LI       1.00000
     F        1.00000
     TIO2            4.23000                  2
     TI       1.00000
     O        2.00000
     PLEXIGLASS      0.944000                 3
     C        5.00000
     H        8.00000
     O        2.00000
     b-epoxy         1.50000                  3
     B        90.0000
     C        9.00000
     N        1.00000
     MgO             2.80000                  2
     MG       1.00000
     O        1.00000
     CsI             4.51000                  2
     Cs       1.00000
     I        1.00000
     NaI             3.66700                  2
     NA       1.00000
     I        1.00000
     NAI.2H2O        2.44800                  4
     NA       1.00000
     I        1.00000
     H        4.00000
     O        2.00000
     NAI_2H2O        2.44800                  4
     NA       1.00000
     I        1.00000
     H        4.00000
     O        2.00000
     LUCITE          1.19000                  3
     C        5.00000
     H        8.00000
     O        2.00000
     SiC             3.20000                  2
     SI       1.00000
     C        1.00000
     cdwo4           7.90000                  3
     CD       1.00000
     W        1.00000
     O        4.00000
     BONE            1.85000                  6
     H        6.35000
     C        2.31500
     N        0.193000
     O        2.58800
     CA       0.366800
     P        0.226000
     DBONE           1.85000                  6
     H        1.17400
     C        2.31500
     N        0.193000
     O        0.00000
     CA       0.366800
     P        0.226000
     phos_test       2.00000                  3
     S        1.00000
     O        2.00000
     GD       2.00000
     PMMA            1.00000                  3
     C        5.00000
     H        8.00000
     O        2.00000
     PMMA            1.15000                  3
     C        5.00000
     H        8.00000
     O        2.00000
     BeO             2.88000                  2
     BE       1.00000
     O        1.00000
     TTF-TCNQ        1.62000                  4
     C        18.0000
     S        4.00000
     N        4.00000
     H        8.00000
     RbCaF3          3.46000                  3
     RB       1.00000
     CA       1.00000
     F        3.00000
     KMnF3           3.46000                  3
     K        1.00000
     MN       1.00000
     F        3.00000
     MnP             5.39000                  2
     MN       1.00000
     P        1.00000
     v2o3            4.87000                  2
     V        2.00000
     O        3.00000
     v2o3            4.87000                  2
     O        3.00000
     V        2.00000
     nio             6.67000                  2
     NI       1.00000
     O        1.00000
     BaF2            4.89000                  2
     BA       1.00000
     F        2.00000
     La2O3           6.51000                  2
     LA       2.00000
     O        3.00000
     CeO2            7.13200                  2
     CE       1.00000
     O        2.00000
     adipose2        0.95                     9
     H        11.31020
     C        4.97889
     N        0.04998
     O        1.73757
     Na       0.00435
     P        0.00000
     S        0.00312
     Cl       0.00282
     K        0.00000
     brain_avg       1.04                     9
     H        10.61571
     C        1.207257
     N        0.157067
     O        4.450167
     Na       0.008700
     P        0.012914
     S        0.006237
     Cl       0.008462
     K        0.007673
     brain_nofat     1.069                    9
     H        10.39341
     C        0.000000
     N        0.191346
     O        5.318439
     Na       0.010092
     P        0.017048
     S        0.007235
     Cl       0.010268
     K        0.010129
     brain_nochol    1.038                    9
     H        10.34790
     C        0.000000
     N        0.189898
     O        5.326291
     Na       0.010518
     P        0.015614
     S        0.007541
     Cl       0.010231
     K        0.009277
     brain_grey      1.0392                   9
     H        10.51616
     C        0.758497
     N        0.169271
     O        4.775839
     Na       0.009375
     P        0.013918
     S        0.006722
     Cl       0.009119
     K        0.008269
     brain_white     1.0405                   9
     H        10.68390
     C        1.514645
     N        0.148708
     O        4.227091
     Na       0.008237
     P        0.012227
     S        0.005905
     Cl       0.008012
     K        0.007265
     cholesterol     1.050                    9
     H        46.00000
     C        27.00000
     N         0.00000
     O         1.00000
     Na        0.00000
     P         0.00000
     S         0.00000
     Cl        0.00000
     K         0.00000
     adipose         0.95                     5
     H        11.2
     C        61.9
     N        1.7
     O        25.1
     P        0.1
     gland           1.04                     5
     H        10.2
     C        18.4
     N        3.2
     O        67.7
     P        0.5
     gland_mix       0.985                    5
     H        10.7
     C        40.15
     N        2.45
     O        46.4
     P        0.3
